RowID,PolType,PolicyNo,ForeName,Surname,Addr1,Addr2,Addr3,Postcode,DOB,mobile,eMail,RegNo,DrvLicNo,DeviceID,ABICode,ALFKey,Date_Inc,Date_Exp,OrinDate,CanDate
813,Loans,LOA038413764,AURORA,Watson,992 Kingsway,Swansea,West Glamorgan,SA603WW,03/04/92,07798157279,AURORAWatson974@ee.co.uk,,,d76567373,,ALF1560457,16/01/19,04/09/18,03/01/17,15/12/16
814,MP,MP4940668881,REGGIE,Hughes,148 Queen Street,Kingston-upon-Hull,East Riding of Yorkshire,HL970YF,06/03/63,07391248981,REGGIE_Hughes736@yahoo.com,OS42YTY,Hughes77556757,d81782820,abi18593780457,ALF1062120,01/07/15,17/05/15,24/10/16,23/10/18
815,Motor,MOT133604388,GRACE,Begum,374 Abbey Street,Southend-on-Sea,Essex,SS668FR,07/11/64,07916647769,GRACE_Begum580@o2.com,YO42XTG,Begum67777080,d8580354,abi15690758006,ALF0403619,27/03/18,18/10/18,19/03/17,05/01/15
816,Motor,MOT816105424,MARYAM,Taylor,899 Oakwood Drive,Slough,Berkshire,SG303QG,01/01/48,07856460665,MARYAMTaylor@sky.com,TS88TKM,Taylor95687585,d26239092,abi05868777193,ALF5227783,08/01/17,06/12/15,08/08/18,24/09/16
817,HH,HH1865335870,JOSHUA,Turner,100 Bosworgey Close,Ipswich,Suffolk,IP744LE,30/06/55,07038335156,JOSHUATurner@googlemail.co.uk,,,d3286559,,ALF6346476,26/01/17,07/11/15,24/04/17,09/02/16
818,Motor,MOT225026100,JAMES,Matthews,905 King Edward Road,Leeds,West Yorkshire,LD514RW,21/12/64,07311053725,JAMESMatthews912@virgin.com,SD46JWC,Matthew33252581,d30007021,abi91845492081,ALF5236658,20/09/15,07/07/17,13/04/16,28/03/15
819,MP,MP1005579829,JAMES,Walker,405 Queens Road,Brighton,East Sussex,BN541UO,16/10/99,07490141002,JAMES_Walker@ee-mail.uk.com,QF45ZDP,Walker31601386,d98542128,abi41994749953,ALF8598385,12/05/18,15/07/16,21/09/18,11/03/16
820,MP,MP9381233064,JAMES,Walker,405 Queens Road,Brighton,East Sussex,BN541UO,16/10/99,07490141002,JAMES_Walker@ee-mail.uk.com,HN39IDK,Walker31601386,d98542128,abi86773919454,ALF8598385,18/02/16,31/10/15,02/03/19,07/03/19
821,Loans,LOA112934139,JAMES,Walker,405 Queens Road,Brighton,East Sussex,BN541UO,16/10/99,07490141002,JAMES_Walker@ee-mail.uk.com,,,d98542128,,ALF8598385,18/04/19,12/04/16,15/12/17,10/02/19
822,Motor,MOT331385238,MAX,Cooper,913 Orchard Drive,London,Greater London,LO170SB,11/06/49,07910235468,MAX_Cooper@vodafone.uk,XE94SNW,Cooper26014881,d25742824,abi96783532508,ALF0630685,05/03/16,21/11/16,05/09/18,28/03/17
823,Loans,LOA175742544,BONNIE,Roberts,769 Nursery Lane,Glasgow,Clyde,GW330TF,14/03/84,07152812572,BONNIERoberts159@ee-mail.uk.com,,,d89047167,,ALF3939081,14/11/16,02/02/19,20/12/18,07/04/18
824,HH,HH3996917778,MOHAMMAD,Lloyd,313 Daleside,Middlesbrough,North Yorkshire,MB863OA,22/01/74,07480832575,M_Lloyd@gmail.com,,,d35773652,,ALF8479285,23/07/18,03/03/18,16/08/17,20/03/17
825,Travel,TRA170791476,PHOEBE,Ellis,706 Parkway,Sheffield,South Yorkshire,SH937MY,28/10/74,07873295929,PEllis248@hotmail.com,,,d2413410,,ALF5691183,05/12/17,20/12/16,08/11/15,19/12/15
826,Motor,MOT738911557,ELLIE,Edwards,851 Abbey Street,Leeds,West Yorkshire,LD195HE,12/04/60,07658034688,ELLIEEdwards@plusnet.com,MS01RVA,Edwards72777804,d62150900,abi03345462173,ALF1383544,15/05/16,19/03/19,16/10/18,10/07/15
827,Motor,MOT123467851,FREDERICK,Harvey,799 Laurel Avenue,Edinburgh,Midlothian,ED897MW,10/07/71,07322333002,FHarvey936@icloud.co.uk,NS72XWS,Harvey49720765,d81365935,abi22065793278,ALF4525044,02/05/16,19/01/19,15/01/18,15/03/18
828,Van,VAN912384724,GEORGIA,Cooper,586 St. John’s Road,Brighton,East Sussex,BN873ZE,15/12/92,07937858006,GEORGIACooper@talktalk.net,LW34VIA,Cooper32869695,d8989356,abi71436584040,ALF9540919,29/04/17,03/08/18,26/10/17,18/08/17
829,Motor,MOT995709274,IRIS,Wilson,142 West Drive,Dudley,West Midlands,DY900LY,23/08/84,07018594902,IWilson505@yahoo.com,TD42COU,Wilson57204907,d98930317,abi99754952332,ALF8812622,06/05/17,07/10/18,19/02/16,20/06/17
830,Loans,LOA267008404,ANNA,Phillips,132 Constable Mead,Bournemouth,Dorset,BH728RJ,09/10/44,07455217494,ANNA_Phillips@virginmail.com,,,d61966037,,ALF7128802,10/01/18,14/09/18,21/04/18,15/08/17
831,MP,MP4703310023,FREYA,Lee,356 Water Street,Blackburn,Lancashire,BK147HD,20/11/87,07827780410,F_Lee740@ee.com,QL45SYS,Lee1350445,d61749640,abi78822503093,ALF5850061,29/01/16,11/05/18,14/02/17,05/11/18
832,Van,VAN493689193,EDWARD,Jones,556 Manor Road,Sheffield,South Yorkshire,SH915PR,22/05/61,07147499751,E_Jones13@virginmail.com,VF32HGR,Jones12639200,d54112160,abi07390832634,ALF1745358,19/06/18,18/08/16,04/09/16,28/05/16
833,Travel,TRA146314320,AMBER,Kelly,533 Richmond Road,London,Greater London,LO419AQ,13/05/58,07653014765,AMBERKelly222@plusnet.co.uk,,,d10385081,,ALF9285178,10/02/15,09/02/16,18/03/16,18/10/16
834,Travel,TRA112514417,RUBY,Roberts,956 Grove Town,Middlesbrough,North Yorkshire,MB593TI,25/01/49,07815144674,RUBYRoberts@ee.co.uk,,,d58352330,,ALF7358901,19/07/16,28/03/19,01/02/16,23/11/16
835,Van,VAN254611728,JESSICA,Barnes,965 Russell Road,Huddersfield,West Yorkshire,HD222DR,19/02/48,07013943635,JESSICA_Barnes117@ee.com,BN04WOV,Barnes21850991,d37545593,abi24021064847,ALF8855193,22/12/15,26/03/15,30/05/17,12/10/18
836,Van,VAN027905556,VICTORIA,Wilkinson,415 Queen Street,Bristol,Avon,BL455JU,06/09/77,07726401659,VWilkinson@aol.mail.uk,DS78JKZ,Wilkins48142573,d95923907,abi05890175105,ALF3744754,29/05/15,19/09/17,27/03/18,15/04/15
837,Motor,MOT613266807,ISABELLE,Murray,937 Carr Grove,Cambridge,Cambridgeshire,CE521HO,06/06/70,07645973150,ISABELLEMurray334@talktalk.net,QK30RZL,Murray17051993,d62985678,abi15244897305,ALF8718177,25/03/17,26/11/18,10/11/16,21/06/17
838,Motor,MOT992353067,AMELIE,Gray,325 Chaucer Road,Belfast,Ulster,BF150QJ,20/11/35,07015066897,AMELIE_Gray157@yahoo.co.uk,ZI34KSG,Gray47791789,d55851710,abi68344801569,ALF0963022,15/04/18,21/01/16,18/10/15,14/10/16
839,Motor,MOT076110461,OLIVER,Jenkins,268 Kelso Newydd,Birmingham,West Midlands,BM475GW,13/08/80,07571920965,OLIVER_Jenkins@icloud.co.uk,KG59ERV,Jenkins81311702,d76959036,abi54398471542,ALF2044808,06/10/16,01/05/15,18/10/16,30/09/15
840,HH,HH3527511714,ZACHARY,Wilson,423 Barlow Side,Bolton,Greater Manchester,BO107QQ,25/01/61,07529385254,Z_Wilson@aol.com,,XX__XX,d20432092,,ALF3930536,09/10/15,06/12/15,18/01/17,22/10/18
841,Travel,TRA739752352,HEIDI,Allen,504 St Phillan's Lane,Glasgow,Clyde,GW906EX,19/10/56,07881949783,HAllen@icloud.co.uk,,,d30592974,,ALF0689528,24/12/16,19/03/16,08/07/15,26/02/17
842,Travel,TRA394007233,ROBYN,Mitchell,239 Windsor Road,Maidstone,Kent,MS856PB,25/06/56,07048769741,ROBYN_Mitchell@mail.com,,,d33829751,,ALF8176308,04/03/16,30/07/15,03/02/17,23/02/18
843,Loans,LOA518886992,ISABELLA,Clark,324 Ferryhills Close,Leicester,Leicestershire,LC167IH,20/08/62,07816256231,ISABELLAClark@ee-mail.uk.com,,,d39119886,,ALF4893039,19/03/18,04/07/15,13/11/15,24/06/16
844,HH,HH9223272762,LUKE,Jones,70 Park Road,Edinburgh,Midlothian,ED952GV,18/07/85,07753072050,LJones@icloud.co.uk,,,d31557985,,ALF8339129,17/06/16,29/12/18,29/10/18,30/10/16
845,HH,HH5728771694,FRANKIE,Shaw,207 Elm Avenue,Birmingham,West Midlands,BM726KE,09/07/90,07257820881,FRANKIEShaw@mail.com,,,d75739931,,ALF6695668,18/11/18,08/02/17,04/06/15,03/06/15
846,Motor,MOT314418957,ROSIE,Evans,438 New Street,Norwich,Norfolk,NH386KH,12/09/50,07780343651,REvans515@aol.com,AR31XPH,Evans15131890,d40015079,abi01844222124,ALF4529479,10/03/17,21/07/17,10/05/18,21/06/16
847,Motor,MOT176359275,MARYAM,Anderson,891 Manor Park,Glasgow,Clyde,GW706GE,07/12/85,07972807400,MAnderson266@sky.com,KZ22JYJ,Anderso5482360,d15281801,abi81468183102,ALF2129498,18/07/17,30/12/15,21/06/15,26/02/18
848,Loans,LOA768551727,OLLIE,Moore,22 Devon Road,Middlesbrough,North Yorkshire,MB958UI,25/07/65,07745755699,OMoore143@yahoo.co.uk,,,d16864025,,ALF3783451,02/04/15,13/06/15,31/05/17,20/06/17
849,Motor,MOT520492837,ALBERT,Hunt,32 Bridle Parade,Bolton,Greater Manchester,BO291WQ,25/02/65,07308714686,ALBERTHunt@aol.mail.uk,IJ61HLJ,Hunt53588320,d42453919,abi50951140188,ALF9582928,22/02/19,01/03/18,28/08/16,27/11/18
850,HH,HH7441233501,WILLIAM,Hunt,692 Portland Road,Manchester,Greater Manchester,MN430TM,17/07/75,07236358822,WILLIAM_Hunt880@o2.com,,,d63337930,,ALF2221725,26/06/17,24/12/18,15/02/15,15/06/16
851,Loans,LOA880365973,LUNA,Fisher,121 Mayfield Avenue,Edinburgh,Midlothian,ED647JL,28/12/39,07326200741,LUNAFisher500@godaddy.com,,,d13663595,,ALF4506253,29/01/16,25/06/16,30/03/15,27/02/18
852,Motor,MOT529157251,LAYLA,White,630 Pine Courtyard,Swindon,Wiltshire,SW470WH,24/04/96,07910519848,L_White919@virginmail.com,DZ95BUZ,White66564363,d85866354,abi96299016882,ALF7011985,03/12/17,01/09/18,01/03/16,16/11/17
853,Travel,TRA741907931,GRACE,Mitchell,390 Elm Avenue,Dundee,Angus,DD236TQ,18/05/56,07005302435,GMitchell@vodafone.com,,,d366536,,ALF5869025,26/01/16,25/09/18,16/03/18,01/01/17
854,Loans,LOA876095695,LYLA,Richardson,669 Oak Lane,Dundee,Angus,DD215WH,11/12/73,07831688679,LYLARichardson@ee.co.uk,,,d39066128,,ALF6064688,26/03/17,19/06/16,27/02/16,15/09/17
855,HH,HH5492804987,GEORGE,Davies,236 Back Lane,Chelmsford,Essex,CH585OD,19/03/82,07289176939,GEORGE_Davies514@vodafone.com,,,d93151852,,ALF7234242,10/08/17,05/08/17,18/09/15,05/12/18
856,Loans,LOA083279529,ARABELLA,Hussain,989 Woodland Way,Liverpool,Merseyside,LV880RO,27/05/99,07066815901,ARABELLA_Hussain@mail.com,,,d75582900,,ALF2891037,15/08/16,29/03/15,17/07/15,09/01/17
857,Motor,MOT915764439,JENSON,Jones,500 Buttercup Moor,Belfast,Ulster,BF420JO,06/10/67,07946812862,JJones@ee.com,VU04DPR,Jones35997848,d507675,abi22416768172,ALF0198774,08/02/17,25/08/15,01/07/17,04/04/19
858,HH,HH2988994024,HARRIET,Ward,381 Chester Road,Northampton,Northamptonshire,NN674LX,03/11/63,07285763966,HARRIETWard540@yahoo.com,,,d26282506,,ALF8274021,13/02/16,14/07/18,01/03/19,06/08/16
859,Loans,LOA027084134,AISHA,Wright,324 Nursery Lane,Brighton,East Sussex,BN259SG,21/04/48,07354122871,A_Wright@plusnet.com,,,d80737814,,ALF0410127,22/12/17,22/09/15,22/06/18,25/04/15
860,Motor,MOT829123741,ALEX,Chapman,775 Jasmine Close,Blackburn,Lancashire,BK914VJ,03/03/90,07300028252,ALEX_Chapman@aol.mail.uk,OW80TWI,Chapman87601690,d28553306,abi43120633862,ALF8896979,21/01/15,20/08/16,14/07/18,05/04/15
861,Loans,LOA619997682,MASON,Gray,135 Sheridan Cedars,Aberdeen,Highlands,AN627GP,08/06/38,07517618074,MGray@godaddy.co.uk,,,d84625714,,ALF4145209,03/08/17,09/07/15,16/06/17,24/09/18
862,Travel,TRA692248141,FREDERICK,Davies,877 Church Street,Oxford,Oxfordshire,OX937II,19/05/41,07234303328,F_Davies302@googlemail.com,,,d69990251,,ALF9519740,01/02/17,15/03/18,20/02/16,27/02/16
863,MP,MP1479285634,VIOLET,Thomas,806 Cannon Sidings,London,Greater London,LO694OR,28/05/76,07665779468,VIOLETThomas@hotmail.com,MT84UYJ,Thomas86907586,d5494064,abi47879616374,ALF0533350,01/12/17,07/03/19,15/03/17,06/05/17
864,Van,VAN432404274,STANLEY,Simpson,345 King Street,York,North Yorkshire,YK942MS,18/02/68,07797930155,STANLEYSimpson436@godaddy.co.uk,JW46SKN,Simpson71533993,d74914245,abi05603228695,ALF3154964,10/06/18,27/04/18,27/11/16,18/07/17
865,Van,VAN449884306,EMILIA,Bell,452 Frobisher Pleasant,Edinburgh,Midlothian,ED554MX,14/01/79,07882567633,EMILIABell430@talktalk.net,VW03KHF,Bell56890947,d61452747,abi81276179819,ALF1542204,12/01/15,27/06/16,06/04/15,25/10/15
866,Travel,TRA151823450,BELLA,Kelly,920 Park Road,Huddersfield,West Yorkshire,HD247FO,18/07/56,07575369416,BKelly212@icloud.co.uk,,,d66943396,,ALF5740204,23/11/15,31/07/17,10/10/17,03/11/15
867,MP,MP3128576749,LOUIE,Price,338 Leicester South,Liverpool,Merseyside,LV523WT,15/11/48,07162478657,LOUIE_Price232@yahoo.co.uk,DC62NBQ,Price62554331,d25217210,abi27131904575,ALF0325565,04/12/18,12/04/19,22/06/15,15/03/17
868,Motor,MOT476224686,ERIN,Marshall,768 Hillside Close,Portsmouth,Hampshire,PO593EB,06/02/39,07492537871,ERIN_Marshall204@mail.com,QS97VUK,Marshal63545905,d32577894,abi99179031975,ALF5890777,11/01/18,06/01/16,05/05/15,05/09/16
869,Van,VAN488697139,JAKE,Miller,71 Blythe Cross,Leeds,West Yorkshire,LD237LR,11/10/35,07501759984,JAKE_Miller725@icloud.co.uk,WI80SMQ,Miller38793691,d38114123,abi01900746518,ALF2968132,21/11/18,04/05/15,25/11/16,23/03/18
870,Motor,MOT593635027,JAKE,Miller,71 Blythe Cross,Leeds,West Yorkshire,LD237LR,11/10/35,07501759984,JAKE_Miller725@icloud.co.uk,QO20TDD,Miller38793691,d38114123,abi87002690293,ALF2968132,15/05/17,23/10/15,17/04/19,04/07/18
871,MP,MP8836762138,JAKE,Miller,71 Blythe Cross,Leeds,West Yorkshire,LD237LR,11/10/35,07501759984,JAKE_Miller725@icloud.co.uk,MZ07QPV,Miller38793691,d38114123,abi54164792420,ALF2968132,02/04/17,07/02/16,17/04/18,13/11/15
872,Loans,LOA356574661,JAKE,Miller,71 Blythe Cross,Leeds,West Yorkshire,LD237LR,11/10/35,07501759984,JAKE_Miller725@icloud.co.uk,,,d38114123,,ALF2968132,27/11/18,16/03/16,13/08/17,14/01/19
873,MP,MP9348633730,HARRY,Baker,316 Sandles Close,Middlesbrough,North Yorkshire,MB320BV,20/02/36,07328033348,HARRY_Baker@yahoo.com,JR67UNO,Baker86188337,d104147,abi36599847323,ALF1067695,11/12/16,30/06/17,10/04/15,03/03/19
874,Loans,LOA661670023,ERIN,Allen,492 Park Road,Norwich,Norfolk,NH317FM,03/06/42,07620680704,EAllen@talktalk.net,,,d84760217,,ALF3914290,16/10/15,20/02/18,28/02/18,24/02/15
875,MP,MP9921299162,EVELYN,Rogers,987 Grove Road,Poole,Dorset,PE239OK,06/03/56,07221309879,E_Rogers486@ee-mail.uk.com,XK57NVG,Rogers68628437,d75928136,abi96478739750,ALF8928329,18/05/17,01/03/17,13/10/17,09/09/16
876,Loans,LOA886006177,ETHAN,Patel,844 Finch Crescent,Wolverhampton,West Midlands,WV297ID,01/02/49,07283521467,ETHAN_Patel@bt.com,,,d89324097,,ALF7745320,26/12/17,30/11/16,12/03/19,02/02/15
877,Van,VAN308306115,REGGIE,Robinson,70 Oban Cloisters,Maidstone,Kent,MS292AE,25/05/61,07644291678,REGGIERobinson@virginmail.com,ZS41NUG,Robinso28316601,d26347945,abi08134308438,ALF2899165,03/12/15,21/01/17,25/11/15,07/09/18
878,Motor,MOT930983930,AISHA,Hill,176 Ennerdale Top,Dudley,West Midlands,DY665PR,17/06/51,07860108727,AHill15@aol.mail.uk,KH64CQO,Hill80382789,d77899927,abi08657138966,ALF5560555,29/05/17,22/05/18,21/01/16,13/09/18
879,Motor,MOT657009242,IMOGEN,Robinson,788 Cannon Sidings,Leeds,West Yorkshire,LD815HE,02/10/71,07159951811,IMOGEN_Robinson472@o2.uk,LX46UKT,Robinso63939470,d51591088,abi17832422654,ALF3471060,13/07/15,13/03/15,17/02/18,09/01/15
880,HH,HH1384883563,DAVID,Matthews,200 Chatham Celyn,Liverpool,Merseyside,LV498NX,28/04/43,07706740805,DAVIDMatthews930@yahoo.co.uk,,,d48692274,,ALF7016090,17/10/17,10/12/18,14/03/16,04/10/15
881,Motor,MOT021294216,LOUIE,Patel,302 Middle Road,Dudley,West Midlands,DY505EE,22/08/95,07899862766,LOUIEPatel@virgin.uk.mail,RQ51ACO,Patel53075463,d823570,abi65296214671,ALF9884776,26/07/17,03/07/18,01/07/17,27/03/16
882,Travel,TRA623157761,EVIE,Morris,926 New Lane,Huddersfield,West Yorkshire,HD270YG,12/09/92,07003113926,EMorris733@virginmail.com,,,d58879123,,ALF2678088,06/06/18,16/08/17,22/01/19,28/09/15
883,Loans,LOA479069381,LOGAN,Khan,477 Old School Lane,London,Greater London,LO341ID,29/01/01,07942642071,LOGANKhan419@googlemail.co.uk,,,d47992738,,ALF6788551,25/05/15,09/12/16,31/10/15,28/03/15
884,HH,HH6636512295,SAMUEL,Wilkinson,80 George Street,Plymouth,Devon,PY240KB,24/04/97,07377565640,SAMUEL_Wilkinson@godaddy.co.uk,,,d41003761,,ALF6351764,09/01/18,01/10/15,29/12/17,07/01/18
885,Motor,MOT292677772,FRANCESCA,Chapman,984 Lloyd Elms,Coventry,West Midlands,CV821AU,17/08/65,07109476076,FRANCESCAChapman@googlemail.com,CK01XYO,Chapman10605727,d70434871,abi45809811361,ALF3875079,15/04/19,08/12/16,24/07/18,04/12/16
886,Loans,LOA792895063,AISHA,Shaw,860 Devon Road,Plymouth,Devon,PY626TS,09/01/61,07676434192,AISHAShaw870@yahoo.com,,,d77233818,,ALF6760089,26/05/15,16/04/17,02/04/19,08/07/17
887,Loans,LOA485479803,TYLER,Carter,243 Lle Canol,Derby,Derbyshire,DB958VT,01/10/94,07372406937,TCarter@yahoo.co.uk,,,d403842,,ALF6917281,15/09/16,25/10/15,14/11/16,01/09/15
888,HH,HH9606176885,ETHAN,Thompson,724 Silver Street,Mansfield,Nottinghamshire,MD995TX,06/06/64,07511358935,ETHANThompson119@o2.com,,,d18494669,,ALF5205751,06/05/17,17/04/17,21/09/17,20/11/16
889,Motor,MOT941005176,RONNIE,Williams,229 Woodside,Brighton,East Sussex,BN405DY,05/01/90,07092178995,R_Williams@hotmail.com,DH91WYZ,William412244,d73440156,abi80620610806,ALF4010682,12/11/17,19/04/16,22/02/17,08/07/18
890,Loans,LOA193417169,JOSEPH,Matthews,705 Bedford Road,Newcastle-upon-Tyne,Tyne and Wear,NC284UK,08/03/51,07503881320,J_Matthews@godaddy.co.uk,,,d27266902,,ALF5100092,21/09/16,11/04/18,07/11/17,15/06/18
891,Travel,TRA448582506,LAYLA,Hughes,783 Duchess Village,London,Greater London,LO933XK,30/12/42,07047447945,L_Hughes662@hotmail.com,,,d68570889,,ALF2097956,25/08/17,26/04/18,06/01/18,27/12/18
892,MP,MP9678402263,RORY,Morgan,960 Carr Grove,Newcastle-upon-Tyne,Tyne and Wear,NC868WR,07/01/75,07111734381,RORYMorgan@yahoo.co.uk,FF98WUX,Morgan33155384,d89050094,abi42720099309,ALF6365434,28/01/18,08/03/17,26/02/19,29/10/16
893,Motor,MOT597152477,EDITH,Butler,292 Spinney Close,Luton,Bedfordshire,LU928IY,06/10/92,07670628531,EDITH_Butler393@vodafone.com,AR75RWW,Butler46002387,d38692730,abi86515640721,ALF9944736,23/08/18,28/08/17,29/10/16,22/06/18
894,Motor,MOT597152477,LOLA,Butler,292 Spinney Close,Luton,Bedfordshire,LU928IY,19/02/45,07789239691,LOLAButler@hotmail.com,AR75RWW,Butler16514050,d38692730,abi86515640721,ALF9944736,23/08/18,28/08/17,29/10/16,22/06/18
895,Van,VAN757282920,ALFIE,Moore,840 North Road,Stockton-on-Tees,County Durham,SK355VI,06/11/57,07264688579,AMoore449@virgin.uk.mail,NS12JYK,Moore46362280,d31389449,abi61819280029,ALF3585166,26/02/16,06/10/17,02/06/15,03/04/15
896,Loans,LOA680128546,ROBYN,Ward,395 Silver Street,Dudley,West Midlands,DY964US,27/06/83,07701440199,ROBYN_Ward@icloud.co.uk,,,d95201033,,ALF6991773,21/01/19,18/07/15,28/03/17,27/03/17
897,Travel,TRA433589684,JUDE,Allen,962 Water Street,Milton Keynes,Buckinghamshire,MK611RX,15/05/75,07441263539,JUDE_Allen@mail.com,,,d50180916,,ALF8502615,05/08/18,22/01/18,04/02/17,15/01/19
898,Loans,LOA509985503,FINN,Phillips,774 Station Approach,Sunderland,Tyne and Wear,SD609FZ,01/12/92,07142730320,FINNPhillips793@o2.com,,,d33503386,,ALF2588778,02/10/16,04/04/18,20/11/18,05/08/16
899,Van,VAN405860210,HARVEY,Bell,480 Chatham Celyn,Plymouth,Devon,PY675AT,26/01/81,07173341481,HARVEY_Bell@o2.co.uk,NF82VCB,Bell46280512,d30843460,abi21156524253,ALF7859803,15/07/16,14/07/17,31/03/15,18/11/15
900,Motor,MOT327834716,MILLIE,Murphy,720 Highfield Road,Oxford,Oxfordshire,OX130HC,17/12/42,07578717887,MILLIEMurphy318@o2.com,SH50THA,Murphy66562206,d11956500,abi05134055632,ALF4155682,17/03/15,17/03/15,27/07/18,24/01/15
901,Loans,LOA203584315,HARRY,Chapman,762 Jasmine Close,Milton Keynes,Buckinghamshire,MK881TT,06/02/78,07733325051,HARRYChapman679@o2.uk,,,d10987056,,ALF0366164,18/06/17,18/07/16,10/04/17,31/03/17
902,Travel,TRA851605120,SEBASTIAN,Johnson,963 Bosworgey Close,Bournemouth,Dorset,BH715JM,06/03/74,07145592339,SJohnson@vodafone.uk,,,d97745862,,ALF3191439,19/05/15,11/03/19,24/07/17,25/01/19
903,Van,VAN287367006,THEO,Edwards,216 Moat Fairway,Birmingham,West Midlands,BM552IM,15/11/72,07793536781,THEOEdwards@virgin.com,OQ13MSU,Edwards26540420,d12553753,abi24381087090,ALF2095580,16/02/16,08/03/15,07/12/17,20/08/15
904,MP,MP1250817828,LOTTIE,Patel,276 Park Avenue,Northampton,Northamptonshire,NN353HT,05/03/41,07501357632,L_Patel706@o2.uk,ZX89TAR,Patel17475922,d84813117,abi37629660049,ALF3527655,26/11/17,25/12/16,08/02/19,04/06/15
905,Loans,LOA668641478,ROMAN,Richardson,235 Finch Crescent,Preston,Lancashire,PR649AA,10/08/61,07953370764,ROMANRichardson372@godaddy.co.uk,,,d30445772,,ALF9198421,18/11/15,16/02/19,02/11/16,03/08/17
906,HH,HH0695223658,SOPHIA,Barker,45 Oakwood Drive,Oxford,Oxfordshire,OX639MY,25/07/67,07242314781,SOPHIA_Barker@virgin.com,,,d47226929,,ALF8119051,02/12/17,15/02/17,16/01/18,13/01/15
907,HH,HH8557744047,CLARA,Baker,939 Howard Road,Southend-on-Sea,Essex,SS329GU,18/09/92,07793135882,CBaker@vodafone.com,,,d23787979,,ALF3993827,01/01/18,20/10/15,09/03/18,15/12/15
908,HH,HH1176461398,FREDDIE,Bailey,498 Barton Close,Chesterfield,Derbyshire,CD517FP,16/11/94,07254059100,FREDDIE_Bailey@virginmail.com,,,d85850613,,ALF2992224,31/10/17,27/03/16,24/03/15,08/05/16
909,HH,HH3968395231,CARTER,Murray,725 Main Street,Portsmouth,Hampshire,PO680HB,12/06/77,07800414643,CMurray377@virginmail.com,,,d96388942,,ALF0124324,29/11/18,06/01/18,30/06/15,11/02/17
910,Loans,LOA457696286,STANLEY,Jones,314 King Street,Salford,Greater Manchester,SF229SX,19/11/99,07709296473,STANLEYJones909@icloud.com,,,d41687939,,ALF3985072,02/08/18,30/10/16,04/07/15,17/09/17
911,Van,VAN935475296,ELLA,Hughes,834 Buckland Wynd,Poole,Dorset,PE973AG,10/03/48,07846980099,ELLAHughes25@godaddy.co.uk,JE30ZQU,Hughes54681056,d19085024,abi05612148413,ALF7118693,29/12/16,03/05/17,29/07/16,05/08/16
912,HH,HH0471154744,JAYDEN,Russell,46 Old School Lane,Birmingham,West Midlands,BM352JB,02/04/81,07616051110,J_Russell228@vodafone.uk,,,d9938919,,ALF4467928,19/09/15,18/01/16,17/01/18,14/09/16
913,Loans,LOA543596728,DAISY,Lewis,859 Neptune Hollies,Slough,Berkshire,SG744SD,04/07/85,07406997278,DAISYLewis@o2.uk,,,d49681933,,ALF3861405,14/08/18,13/05/18,11/08/16,27/09/15
914,MP,MP6840054604,ORLA,Jenkins,498 Elm Avenue,Bristol,Avon,BL369RO,15/03/93,07494239945,ORLAJenkins947@virgin.com,XC80TJH,Jenkins44650616,d83623664,abi42995103958,ALF1357000,13/02/17,08/03/15,06/01/19,10/07/15
915,Van,VAN442974124,JACKSON,Rogers,640 Green Lane,Bristol,Avon,BL438PY,19/05/40,07424394041,JRogers313@godaddy.co.uk,QZ60JOM,Rogers46729405,d51804208,abi34517359095,ALF2810212,08/09/18,31/12/18,08/08/16,16/08/18
916,Van,VAN815708656,BENJAMIN,Foster,691 York Road,Plymouth,Devon,PY895NB,02/07/89,07059793160,BFoster@godaddy.com,XH35ONU,Foster66334258,d34131866,abi92110999031,ALF7691500,18/10/16,28/07/16,01/05/18,12/03/15
917,Loans,LOA934336853,JAMES,Ward,414 Bridle Parade,Dudley,West Midlands,DY452KF,05/08/82,07293447522,JAMESWard565@yahoo.co.uk,,,d71395876,,ALF4171689,22/04/17,19/01/15,24/12/16,02/05/18
918,Loans,LOA250435323,TOMMY,Collins,918 Ambleside Park,Brighton,East Sussex,BN722HM,19/01/52,07530295338,TCollins357@virgin.uk.mail,,,d1123887,,ALF2072719,13/02/16,04/12/18,21/09/16,12/06/16
919,Loans,LOA757636550,GEORGE,Lewis,486 Spinney Close,Bolton,Greater Manchester,BO754AU,19/08/46,07497044444,GLewis77@vodafone.uk,,,d2389294,,ALF4266671,18/02/15,17/01/15,11/04/17,02/10/18
920,MP,MP8725611102,TOBY,Richards,607 Kensington Piece,Newcastle-upon-Tyne,Tyne and Wear,NC692CF,18/06/67,07136686929,TRichards@ee.com,QF52EXD,Richard36686432,d53545764,abi43578174254,ALF6760443,29/05/17,31/12/16,30/06/18,22/04/15
921,Van,VAN693795151,WILLIAM,Cox,971 Coniston Close,Reading,Berkshire,RG778VW,10/03/52,07892012552,WILLIAMCox@mail.com,GV62NDC,Cox79913776,d40115802,abi80837789218,ALF3848143,30/08/15,23/06/18,09/06/17,02/11/16
922,HH,HH6333982180,JACOB,Harrison,39 Wharf Coppice,Leicester,Leicestershire,LC904GZ,13/02/41,07649575687,JHarrison325@virgin.com,,,d7982548,,ALF3554714,16/03/18,30/09/18,04/05/16,02/03/15
